Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USDT,Profit %,Cum. Profit USDT,Cum. Profit %,Run-up USDT,Run-up %,Drawdown USDT,Drawdown %
82,Exit Short,Long,2021-03-26 18:00,53810.0,149.357525,36761.43,0.45,7115285.22,0.46,532948.49,6.60,28934.52,0.36
82,Entry Short,Short,2021-03-24 21:00,54088.5,149.357525,36761.43,0.45,7115285.22,0.46,532948.49,6.60,28934.52,0.36
83,Exit Long,Short,2021-04-06 18:00,58150.5,150.813263,649539.43,8.00,7764824.65,8.00,976343.50,12.03,55219.22,0.68
83,Entry Long,Long,2021-03-26 18:00,53810.0,150.813263,649539.43,8.00,7764824.65,8.00,976343.50,12.03,55219.22,0.68
84,Exit Short,Long,2021-04-08 19:00,57700.0,150.726582,62663.80,0.71,7827488.45,0.71,391595.93,4.47,73395.58,0.84
84,Entry Short,Short,2021-04-06 18:00,58150.5,150.726582,62663.80,0.71,7827488.45,0.71,391595.93,4.47,73395.58,0.84
85,Exit Long,Short,2021-04-16 07:00,61951.5,152.988722,644939.95,7.30,8472428.40,7.31,1105525.57,12.52,37147.19,0.42
85,Entry Long,Long,2021-04-08 19:00,57700.0,152.988722,644939.95,7.30,8472428.40,7.31,1105525.57,12.52,37147.19,0.42
86,Exit Short,Exit Short,2021-04-23 09:00,47702.6,152.900737,2173637.45,22.94,10646065.86,22.95,2175825.58,22.96,85484.58,0.90
86,Entry Short,Short,2021-04-16 07:00,61951.5,152.900737,2173637.45,22.94,10646065.86,22.95,2175825.58,22.96,85484.58,0.90
87,Exit Short,Long,2021-04-30 10:00,54497.5,216.533497,-164994.12,-1.42,10481071.74,-1.42,295539.99,2.54,188087.58,1.62
87,Entry Short,Short,2021-04-29 16:00,53768.0,216.533497,-164994.12,-1.42,10481071.74,-1.42,295539.99,2.54,188087.58,1.62
88,Exit Long,Short,2021-05-07 02:00,56400.5,210.673288,393902.29,3.43,10874974.03,3.43,944269.44,8.22,333674.73,2.91
88,Entry Long,Long,2021-04-30 10:00,54497.5,210.673288,393902.29,3.43,10874974.03,3.43,944269.44,8.22,333674.73,2.91
89,Exit Short,Long,2021-05-07 15:00,56990.5,210.547356,-131385.19,-1.11,10743588.84,-1.11,225828.85,1.90,267273.06,2.25
89,Entry Short,Short,2021-05-07 02:00,56400.5,210.547356,-131385.19,-1.11,10743588.84,-1.11,225828.85,1.90,267273.06,2.25
90,Exit Long,Short,2021-05-09 15:00,57322.0,206.063563,61243.38,0.52,10804832.22,0.52,518951.06,4.42,130355.22,1.11
90,Entry Long,Long,2021-05-07 15:00,56990.5,206.063563,61243.38,0.52,10804832.22,0.52,518951.06,4.42,130355.22,1.11
91,Exit Short,Long,2021-05-10 02:00,58877.0,205.938982,-327414.09,-2.77,10477418.13,-2.77,47325.48,0.40,323776.57,2.74
91,Entry Short,Short,2021-05-09 15:00,57322.0,205.938982,-327414.09,-2.77,10477418.13,-2.77,47325.48,0.40,323776.57,2.74
92,Exit Long,Short,2021-05-10 16:00,56965.0,194.942207,-379504.25,-3.31,10097913.88,-3.31,134770.74,1.17,376172.78,3.28
92,Entry Long,Long,2021-05-10 02:00,58877.0,194.942207,-379504.25,-3.31,10097913.88,-3.31,134770.74,1.17,376172.78,3.28
93,Exit Short,Long,2021-05-12 05:00,57732.5,194.819906,-156227.88,-1.41,9941686.00,-1.41,687014.96,6.19,337445.51,3.04
93,Entry Short,Short,2021-05-10 16:00,56965.0,194.819906,-156227.88,-1.41,9941686.00,-1.41,687014.96,6.19,337445.51,3.04
94,Exit Long,Short,2021-05-12 14:00,56383.0,189.525443,-262252.92,-2.40,9679433.07,-2.40,34053.98,0.31,316473.33,2.89
94,Entry Long,Long,2021-05-12 05:00,57732.5,189.525443,-262252.92,-2.40,9679433.07,-2.40,34053.98,0.31,316473.33,2.89
95,Exit Short,Exit Short,2021-05-17 04:00,43414.9,189.408776,2450601.17,22.94,12130034.24,22.95,2453068.12,22.96,102264.62,0.96
95,Entry Short,Short,2021-05-12 14:00,56383.0,189.408776,2450601.17,22.94,12130034.24,22.95,2453068.12,22.96,102264.62,0.96
96,Exit Long,Short,2021-05-21 07:00,39820.0,314.997334,-590603.35,-4.50,11539430.89,-4.50,34649.34,0.26,665747.23,5.07
96,Entry Long,Long,2021-05-21 02:00,41670.5,314.997334,-590603.35,-4.50,11539430.89,-4.50,34649.34,0.26,665747.23,5.07
97,Exit Short,Long,2021-05-30 22:00,36066.0,314.902863,1174976.33,9.37,12714407.22,9.37,2752110.58,21.94,591528.02,4.72
97,Entry Short,Short,2021-05-21 07:00,39820.0,314.902863,1174976.33,9.37,12714407.22,9.37,2752110.58,21.94,591528.02,4.72
98,Exit Long,Exit Long,2021-05-30 22:00,36066.0,380.239014,-8228.22,-0.06,12706179.00,-0.06,0,0.00,4114.11,0.03
98,Entry Long,Long,2021-05-30 22:00,36066.0,380.239014,-8228.22,-0.06,12706179.00,-0.06,0,0.00,4114.11,0.03
99,Exit Long,Short,2021-06-01 21:00,35958.5,372.040575,-332171.37,-2.42,12374007.63,-2.42,380765.35,2.78,461534.51,3.37
99,Entry Long,Long,2021-05-31 12:00,36829.5,372.040575,-332171.37,-2.42,12374007.63,-2.42,380765.35,2.78,461534.51,3.37
100,Exit Short,Long,2021-06-05 09:00,37583.5,371.928996,-612590.34,-4.58,11761417.29,-4.58,128952.41,0.96,1298883.00,9.71
100,Entry Short,Short,2021-06-01 21:00,35958.5,371.928996,-612590.34,-4.58,11761417.29,-4.58,128952.41,0.96,1298883.00,9.71
101,Exit Long,Exit Long,2021-06-07 21:00,34576.8,339.558111,-1028300.16,-8.06,10733117.14,-8.06,74439.61,0.58,1024777.91,8.03
101,Entry Long,Long,2021-06-05 09:00,37583.5,339.558111,-1028300.16,-8.06,10733117.14,-8.06,74439.61,0.58,1024777.91,8.03
102,Exit Long,Short,2021-06-12 05:00,35599.5,336.573838,245148.65,2.09,10978265.79,2.09,1204949.49,10.27,102808.16,0.88
102,Entry Long,Long,2021-06-09 14:00,34850.0,336.573838,245148.65,2.09,10978265.79,2.09,1204949.49,10.27,102808.16,0.88
103,Exit Short,Exit Short,2021-06-14 14:00,39871.5,336.472896,-1445030.40,-12.06,9533235.40,-12.06,322616.99,2.69,1441005.69,12.03
103,Entry Short,Short,2021-06-12 05:00,35599.5,336.472896,-1445030.40,-12.06,9533235.40,-12.06,322616.99,2.69,1441005.69,12.03
104,Exit Long,Short,2021-06-24 03:00,32650.0,310.095748,-411646.60,-3.91,9121588.79,-3.91,256391.12,2.43,435122.40,4.13
104,Entry Long,Long,2021-06-23 05:00,33957.5,310.095748,-411646.60,-3.91,9121588.79,-3.91,256391.12,2.43,435122.40,4.13
105,Exit Short,Long,2021-06-24 14:00,34041.0,310.002747,-437416.14,-4.32,8684172.66,-4.32,96009.40,0.95,491290.80,4.85
105,Entry Short,Short,2021-06-24 03:00,32650.0,310.002747,-437416.14,-4.32,8684172.66,-4.32,96009.40,0.95,491290.80,4.85
106,Exit Long,Exit Long,2021-06-25 23:00,31317.7,284.493204,-780338.57,-8.06,7903834.08,-8.06,402497.49,4.15,777665.67,8.03
106,Entry Long,Long,2021-06-24 14:00,34041.0,284.493204,-780338.57,-8.06,7903834.08,-8.06,402497.49,4.15,777665.67,8.03
107,Exit Long,Short,2021-06-30 16:00,34603.5,268.876717,397450.19,4.46,8301284.27,4.46,929794.11,10.44,208629.91,2.34
107,Entry Long,Long,2021-06-27 06:00,33105.0,268.876717,397450.19,4.46,8301284.27,4.46,929794.11,10.44,208629.91,2.34
108,Exit Short,Long,2021-07-06 09:00,34860.0,268.796078,-74547.65,-0.80,8226736.62,-0.80,510206.93,5.48,362036.34,3.89
108,Entry Short,Short,2021-06-30 16:00,34603.5,268.796078,-74547.65,-0.80,8226736.62,-0.80,510206.93,5.48,362036.34,3.89
109,Exit Long,Short,2021-07-08 01:00,33878.5,264.680999,-265242.53,-2.87,7961494.09,-2.87,50565.19,0.55,359558.02,3.90
109,Entry Long,Long,2021-07-06 09:00,34860.0,264.680999,-265242.53,-2.87,7961494.09,-2.87,50565.19,0.55,359558.02,3.90
110,Exit Short,Long,2021-07-09 22:00,33510.0,264.518669,92127.47,1.03,8053621.56,1.03,470667.71,5.25,18295.05,0.20
110,Entry Short,Short,2021-07-08 01:00,33878.5,264.518669,92127.47,1.03,8053621.56,1.03,470667.71,5.25,18295.05,0.20
111,Exit Long,Short,2021-07-12 16:00,33444.0,270.175013,-23258.34,-0.26,8030363.22,-0.26,297178.20,3.28,137803.58,1.52
111,Entry Long,Long,2021-07-09 22:00,33510.0,270.175013,-23258.34,-0.26,8030363.22,-0.26,297178.20,3.28,137803.58,1.52
112,Exit Short,Long,2021-07-18 03:00,32177.5,270.014496,336657.73,3.73,8367020.96,3.73,642085.51,7.11,22555.17,0.25
112,Entry Short,Short,2021-07-12 16:00,33444.0,270.014496,336657.73,3.73,8367020.96,3.73,642085.51,7.11,22555.17,0.25
113,Exit Long,Exit Long,2021-07-20 04:00,29603.3,291.098358,-754740.68,-8.06,7612280.28,-8.06,17275.74,0.18,752155.44,8.03
113,Entry Long,Long,2021-07-18 03:00,32177.5,291.098358,-754740.68,-8.06,7612280.28,-8.06,17275.74,0.18,752155.44,8.03
114,Exit Short,Exit Short,2021-08-07 04:00,43495.2,221.69943,-1038639.45,-12.06,6573640.82,-12.06,341938.01,3.97,1035746.59,12.03
114,Entry Short,Short,2021-07-30 12:00,38835.0,221.69943,-1038639.45,-12.06,6573640.82,-12.06,341938.01,3.97,1035746.59,12.03
115,Exit Short,Long,2021-08-16 00:00,47205.5,167.258395,-328786.84,-4.34,6244853.99,-4.34,241507.70,3.19,506220.95,6.68
115,Entry Short,Short,2021-08-12 10:00,45267.5,167.258395,-328786.84,-4.34,6244853.99,-4.34,241507.70,3.19,506220.95,6.68
116,Exit Long,Short,2021-08-16 20:00,46500.5,153.478919,-112517.21,-1.55,6132336.78,-1.55,172101.80,2.37,194866.30,2.69
116,Entry Long,Long,2021-08-16 00:00,47205.5,153.478919,-112517.21,-1.55,6132336.78,-1.55,172101.80,2.37,194866.30,2.69
117,Exit Short,Long,2021-08-26 01:00,48965.5,153.381966,-382479.38,-5.36,5749857.41,-5.36,381391.90,5.35,614057.05,8.61
117,Entry Short,Short,2021-08-16 20:00,46500.5,153.381966,-382479.38,-5.36,5749857.41,-5.36,381391.90,5.35,614057.05,8.61
118,Exit Long,Short,2021-08-29 15:00,48371.0,137.853907,-85979.61,-1.27,5663877.79,-1.27,100676.14,1.49,369474.61,5.47
118,Entry Long,Long,2021-08-26 01:00,48965.5,137.853907,-85979.61,-1.27,5663877.79,-1.27,100676.14,1.49,369474.61,5.47
119,Exit Short,Long,2021-09-12 14:00,45981.5,137.765997,325292.28,4.88,5989170.07,4.88,830245.22,12.46,620155.19,9.30
119,Entry Short,Short,2021-08-29 15:00,48371.0,137.765997,325292.28,4.88,5989170.07,4.88,830245.22,12.46,620155.19,9.30
120,Exit Long,Short,2021-09-12 22:00,45119.5,151.995341,-135174.06,-1.93,5853996.01,-1.93,38486.06,0.55,144516.33,2.07
120,Entry Long,Long,2021-09-12 14:00,45981.5,151.995341,-135174.06,-1.93,5853996.01,-1.93,38486.06,0.55,144516.33,2.07
121,Exit Short,Long,2021-09-13 01:00,46027.5,151.907649,-142085.92,-2.07,5711910.09,-2.07,31287.53,0.46,205688.40,3.00
121,Entry Short,Short,2021-09-12 22:00,45119.5,151.907649,-142085.92,-2.07,5711910.09,-2.07,31287.53,0.46,205688.40,3.00
122,Exit Long,Short,2021-09-13 03:00,45215.0,145.825736,-122475.06,-1.82,5589435.03,-1.82,30432.63,0.45,129902.77,1.93
122,Entry Long,Long,2021-09-13 01:00,46027.5,145.825736,-122475.06,-1.82,5589435.03,-1.82,30432.63,0.45,129902.77,1.93
123,Exit Short,Long,2021-09-14 09:00,45700.0,145.735624,-74656.64,-1.13,5514778.38,-1.13,291753.32,4.43,247541.36,3.76
123,Entry Short,Short,2021-09-13 03:00,45215.0,145.735624,-74656.64,-1.13,5514778.38,-1.13,291753.32,4.43,247541.36,3.76
124,Exit Long,Short,2021-09-17 20:00,47195.0,142.556279,209148.81,3.21,5723927.19,3.21,389647.65,5.98,5518.35,0.08
124,Entry Long,Long,2021-09-14 09:00,45700.0,142.556279,209148.81,3.21,5723927.19,3.21,389647.65,5.98,5518.35,0.08
125,Exit Short,Long,2021-09-18 05:00,47895.0,142.471202,-103794.12,-1.54,5620133.07,-1.54,51195.82,0.76,106662.28,1.59
125,Entry Short,Short,2021-09-17 20:00,47195.0,142.471202,-103794.12,-1.54,5620133.07,-1.54,51195.82,0.76,106662.28,1.59
126,Exit Long,Short,2021-09-19 14:00,47295.0,138.223073,-86881.08,-1.31,5533251.99,-1.31,123105.82,1.86,111873.40,1.69
126,Entry Long,Long,2021-09-18 05:00,47895.0,138.223073,-86881.08,-1.31,5533251.99,-1.31,123105.82,1.86,111873.40,1.69
127,Exit Short,Long,2021-09-23 02:00,43180.5,138.138348,564620.79,8.64,6097872.78,8.64,1072065.68,16.40,69924.04,1.07
127,Entry Short,Short,2021-09-19 14:00,47295.0,138.138348,564620.79,8.64,6097872.78,8.64,1072065.68,16.40,69924.04,1.07
128,Exit Long,Exit Long,2021-09-23 02:00,43180.5,164.368939,-4258.52,-0.06,6093614.27,-0.06,0,0.00,2129.26,0.03
128,Entry Long,Long,2021-09-23 02:00,43180.5,164.368939,-4258.52,-0.06,6093614.27,-0.06,0,0.00,2129.26,0.03
129,Exit Long,Exit Long,2021-10-11 14:00,57142.8,163.813509,2264340.10,31.92,8357954.37,31.92,2267148.33,31.96,421735.75,5.95
129,Entry Long,Long,2021-09-26 16:00,43290.0,163.813509,2264340.10,31.92,8357954.37,31.92,2267148.33,31.96,421735.75,5.95
130,Exit Long,Short,2021-11-01 21:00,60735.5,164.249307,614816.73,6.57,8972771.10,6.57,1681241.60,17.97,60786.55,0.65
130,Entry Long,Long,2021-10-13 20:00,56957.0,164.249307,614816.73,6.57,8972771.10,6.57,1681241.60,17.97,60786.55,0.65
131,Exit Short,Long,2021-11-02 06:00,61809.5,164.200047,-182387.42,-1.83,8790383.68,-1.83,43066.28,0.43,183037.18,1.83
131,Entry Short,Short,2021-11-01 21:00,60735.5,164.200047,-182387.42,-1.83,8790383.68,-1.83,43066.28,0.43,183037.18,1.83
132,Exit Long,Short,2021-11-04 08:00,61865.5,158.397839,2993.32,0.03,8793377.01,0.03,384979.16,3.93,277361.40,2.83
132,Entry Long,Long,2021-11-02 06:00,61809.5,158.397839,2993.32,0.03,8793377.01,0.03,384979.16,3.93,277361.40,2.83
133,Exit Short,Long,2021-11-07 02:00,61869.0,158.301133,-6430.25,-0.07,8786946.76,-0.07,268627.58,2.74,126096.30,1.29
133,Entry Short,Short,2021-11-04 08:00,61865.5,158.301133,-6430.25,-0.07,8786946.76,-0.07,268627.58,2.74,126096.30,1.29
134,Exit Long,Short,2021-11-10 23:00,65137.0,158.18825,510931.94,5.22,9297878.70,5.22,1147013.40,11.72,60991.17,0.62
134,Entry Long,Long,2021-11-07 02:00,61869.0,158.18825,510931.94,5.22,9297878.70,5.22,1147013.40,11.72,60991.17,0.62
135,Exit Short,Long,2021-11-14 02:00,64781.5,158.095713,50041.16,0.49,9347919.86,0.49,437523.39,4.25,75339.10,0.73
135,Entry Short,Short,2021-11-10 23:00,65137.0,158.095713,50041.16,0.49,9347919.86,0.49,437523.39,4.25,75339.10,0.73
136,Exit Long,Short,2021-11-14 17:00,63774.0,159.735233,-167093.70,-1.61,9180826.16,-1.61,63744.83,0.62,183844.78,1.78
136,Entry Long,Long,2021-11-14 02:00,64781.5,159.735233,-167093.70,-1.61,9180826.16,-1.61,63744.83,0.62,183844.78,1.78
137,Exit Short,Long,2021-11-20 09:00,58500.0,159.639163,836081.03,8.21,10016907.19,8.21,1291379.90,12.68,419552.82,4.12
137,Entry Short,Short,2021-11-14 17:00,63774.0,159.639163,836081.03,8.21,10016907.19,8.21,1291379.90,12.68,419552.82,4.12
138,Exit Long,Exit Long,2021-11-20 09:00,58500.0,188.314597,-6609.84,-0.06,10010297.35,-0.06,0,0.00,3304.92,0.03
138,Entry Long,Long,2021-11-20 09:00,58500.0,188.314597,-6609.84,-0.06,10010297.35,-0.06,0,0.00,3304.92,0.03
139,Exit Short,Long,2021-11-24 01:00,57532.5,190.942835,14978.82,0.14,10025276.16,0.14,444554.32,4.04,461946.79,4.20
139,Entry Short,Short,2021-11-20 16:00,57645.5,190.942835,14978.82,0.14,10025276.16,0.14,444554.32,4.04,461946.79,4.20
140,Exit Long,Short,2021-12-02 04:00,56369.0,191.635409,-229516.07,-2.08,9795760.10,-2.08,362332.78,3.29,848515.55,7.69
140,Entry Long,Long,2021-11-24 01:00,57532.5,191.635409,-229516.07,-2.08,9795760.10,-2.08,362332.78,3.29,848515.55,7.69
141,Exit Short,Exit Short,2021-12-04 05:00,43404.1,191.519488,2477298.46,22.94,12273058.56,22.95,2479792.28,22.96,256235.97,2.37
141,Entry Short,Short,2021-12-02 04:00,56369.0,191.519488,2477298.46,22.94,12273058.56,22.95,2479792.28,22.96,256235.97,2.37
142,Exit Long,Short,2021-12-13 10:00,48839.5,263.160482,-424287.97,-3.20,11848770.59,-3.20,391154.74,2.95,970306.01,7.31
142,Entry Long,Long,2021-12-07 00:00,50422.0,263.160482,-424287.97,-3.20,11848770.59,-3.20,391154.74,2.95,970306.01,7.31
143,Exit Short,Long,2021-12-15 04:00,48251.5,263.081557,147029.10,1.14,11995799.69,1.14,874180.06,6.80,39896.80,0.31
143,Entry Short,Short,2021-12-13 10:00,48839.5,263.081557,147029.10,1.14,11995799.69,1.14,874180.06,6.80,39896.80,0.31
144,Exit Long,Short,2021-12-16 23:00,47805.5,269.33275,-127883.80,-0.98,11867915.89,-0.98,333575.22,2.57,463919.05,3.57
144,Entry Long,Long,2021-12-15 04:00,48251.5,269.33275,-127883.80,-0.98,11867915.89,-0.98,333575.22,2.57,463919.05,3.57
145,Exit Short,Long,2021-12-19 05:00,47880.0,269.172337,-27780.11,-0.22,11840135.78,-0.22,675934.36,5.25,92956.42,0.72
145,Entry Short,Short,2021-12-16 23:00,47805.5,269.172337,-27780.11,-0.22,11840135.78,-0.22,675934.36,5.25,92956.42,0.72
146,Exit Long,Short,2021-12-19 21:00,46779.5,268.173561,-302740.56,-2.36,11537395.23,-2.36,132916.47,1.03,393910.49,3.07
146,Entry Long,Long,2021-12-19 05:00,47880.0,268.173561,-302740.56,-2.36,11537395.23,-2.36,132916.47,1.03,393910.49,3.07
147,Exit Short,Long,2021-12-31 11:00,47993.0,268.010507,-332850.76,-2.65,11204544.47,-2.65,344652.44,2.75,1434803.32,11.44
147,Entry Short,Short,2021-12-19 21:00,46779.5,268.010507,-332850.76,-2.65,11204544.47,-2.65,344652.44,2.75,1434803.32,11.44
148,Exit Long,Short,2021-12-31 19:00,46649.0,254.30254,-349002.92,-2.86,10855541.55,-2.86,42494.49,0.35,444876.33,3.64
148,Entry Long,Long,2021-12-31 11:00,47993.0,254.30254,-349002.92,-2.86,10855541.55,-2.86,42494.49,0.35,444876.33,3.64
149,Exit Short,Long,2022-01-01 20:00,47334.0,254.143578,-181253.90,-1.53,10674287.64,-1.53,254399.07,2.15,325429.50,2.74
149,Entry Short,Short,2021-12-31 19:00,46649.0,254.143578,-181253.90,-1.53,10674287.64,-1.53,254399.07,2.15,325429.50,2.74
150,Exit Long,Short,2022-01-02 07:00,47145.0,246.638657,-53605.36,-0.46,10620682.28,-0.46,122530.04,1.05,137303.79,1.18
150,Entry Long,Long,2022-01-01 20:00,47334.0,246.638657,-53605.36,-0.46,10620682.28,-0.46,122530.04,1.05,137303.79,1.18
151,Exit Short,Long,2022-01-02 17:00,47758.0,246.488162,-158114.98,-1.36,10462567.30,-1.36,34719.46,0.30,179971.73,1.55
151,Entry Short,Short,2022-01-02 07:00,47145.0,246.488162,-158114.98,-1.36,10462567.30,-1.36,34719.46,0.30,179971.73,1.55
152,Exit Long,Short,2022-01-02 20:00,46906.5,240.015495,-211189.48,-1.84,10251377.82,-1.84,54644.95,0.48,281376.74,2.45
152,Entry Long,Long,2022-01-02 17:00,47758.0,240.015495,-211189.48,-1.84,10251377.82,-1.84,54644.95,0.48,281376.74,2.45
153,Exit Short,Long,2022-01-09 21:00,42423.0,239.868246,1069021.09,9.50,11320398.91,9.50,1529142.81,13.59,164087.14,1.46
153,Entry Short,Short,2022-01-02 20:00,46906.5,239.868246,1069021.09,9.50,11320398.91,9.50,1529142.81,13.59,164087.14,1.46
154,Exit Long,Exit Long,2022-01-09 21:00,42423.0,290.402747,-7391.85,-0.06,11313007.06,-0.06,0,0.00,3695.93,0.03
154,Entry Long,Long,2022-01-09 21:00,42423.0,290.402747,-7391.85,-0.06,11313007.06,-0.06,0,0.00,3695.93,0.03
155,Exit Long,Short,2022-01-13 22:00,42782.5,291.455089,152429.57,1.24,11465436.63,1.24,642171.68,5.22,282032.40,2.29
155,Entry Long,Long,2022-01-11 04:00,42234.0,291.455089,152429.57,1.24,11465436.63,1.24,642171.68,5.22,282032.40,2.29
156,Exit Short,Long,2022-01-14 22:00,43261.0,291.367679,-146940.52,-1.18,11318496.10,-1.18,299137.07,2.40,272380.63,2.18
156,Entry Short,Short,2022-01-13 22:00,42782.5,291.367679,-146940.52,-1.18,11318496.10,-1.18,299137.07,2.40,272380.63,2.18
157,Exit Long,Short,2022-01-16 22:00,42964.5,284.750282,-91794.28,-0.74,11226701.82,-0.75,143947.45,1.17,202451.27,1.64
157,Entry Long,Long,2022-01-14 22:00,43261.0,284.750282,-91794.28,-0.74,11226701.82,-0.75,143947.45,1.17,202451.27,1.64
158,Exit Short,Exit Short,2022-01-24 11:00,33082.6,284.576896,2805668.05,22.94,14032369.88,22.95,2808492.42,22.96,150936.55,1.23
158,Entry Short,Short,2022-01-16 22:00,42964.5,284.576896,2805668.05,22.94,14032369.88,22.95,2808492.42,22.96,150936.55,1.23
159,Exit Long,Short,2022-01-27 03:00,35985.5,413.125729,-170293.92,-1.13,13862075.96,-1.13,1033263.47,6.87,287912.61,1.92
159,Entry Long,Long,2022-01-24 23:00,36376.0,413.125729,-170293.92,-1.13,13862075.96,-1.13,1033263.47,6.87,287912.61,1.92
160,Exit Short,Long,2022-02-04 08:00,37819.5,413.001828,-766589.83,-5.16,13095486.13,-5.16,199977.28,1.35,1352703.09,9.10
